gene,GSM8332065,GSM8332066,GSM8332067,GSM8332068,GSM8332069,GSM8332070,GSM8332071,GSM8332072,GSM8332073,GSM8332074,GSM8332075,GSM8332076
ABCB7,26.003295369144556,28.03751146067402,31.7240526308455,39.68676342567203,36.833265741637526,36.62205909129456,41.4866926732209,36.99275629215107,45.09059412000712,45.84414925223672,43.12753278814641,46.31210379995199
ABCB8,25.629818954506934,23.475079136753486,24.531554868386603,22.678150528955445,22.89041999144985,19.91324463089142,60.40838536553978,61.690387488652505,63.330158054492756,67.31670361796817,63.210525524257505,69.07815903634945
ABCB9,17.553391487968316,18.210734147614417,18.366556786278974,23.21613585172264,27.44654675233795,23.346562670700283,47.89186193863319,53.79788360629227,50.17375128207689,57.93167413546312,56.96351165472986,57.28075996309851
ABCC1,118.20528523280792,117.64836172024133,119.44683784083529,200.42022447396207,187.7343797859916,191.8652564579854,717.3789577261766,632.0445966200326,782.9258066566754,646.043809612442,635.622092680235,609.0285397608424
ABCC10,16.759754106863365,17.001884557515815,16.56843234566425,27.644168892960288,24.756785170608833,25.578219396576042,42.89700517202728,36.509541768741265,39.947635108971824,43.28906269155472,40.212259649033506,35.53844596859474
ABCC2,0.09336910365940594,0.07799029613539366,0.0,0.7035192682340193,0.548930935046759,0.40055377131103426,1.7041276027243712,1.5570245754316125,1.8538573179313274,3.8326298410230057,4.257224266641062,4.4362120482059275
ABCC3,445.32393990353665,448.8341542591904,475.1543834324411,564.5121375282505,534.0549067069919,520.9487905736652,47.5980468347152,39.301447903997946,51.190382714490845,86.18503514300451,86.5327106371607,76.92684189086762
ABCC4,19.934303631283168,21.642307177571737,21.51327455735474,56.40569191782167,52.642476670984195,57.794187003449224,124.87141916514788,101.42135941345917,124.02903475450233,74.04837397976499,77.23160109808622,79.70556811886475
ABCC5,19.18735080200792,17.04087970558351,20.678431067069337,27.023416597459683,27.117188191309896,27.809876122451808,33.55368486743503,27.650608839561396,30.199933727590977,29.334359167829927,29.47665062880822,24.131043558922354
ABCC6,5.602146219564356,5.849272210154524,4.238436181448995,7.738711950574212,6.806743594579812,5.607752798354479,5.641249995225504,6.12071729652427,4.903751615173189,3.046449360813158,3.054095669546849,3.412470806312252
ABCC6P2,1.1204292439128714,0.896888405557027,1.3485933304610436,1.1173541319010896,1.152754963598194,0.8011075426220685,1.3515494780227773,1.5570245754316125,1.1362351303450071,0.4913628001311546,1.1568544202828972,0.6337445783151325
ABCD1,62.65066855546139,62.704198092856494,62.42060558133973,103.95531775316803,105.17516715495903,97.39178839591146,144.85084623157155,141.52816485647347,144.7802763455401,144.06757299845452,128.64221153545816,138.64381390217207
