gene,6419C5,6499C4,6694C2
1700096K18Rik,-0.36443306814402376,-0.5621556315790348,-0.03201780747343008
1700109H08Rik,1.9267552700417505,2.480700663057085,0.27580549862152454
1700110K17Rik,-0.3650319393524381,-0.17002330390350384,0.4301510532056664
1700113A16Rik,-0.41149965055064663,-0.03017324875518923,0.471460818850844
1700123M08Rik,-0.1789997620554482,-0.40341172904373024,0.5343766155328936
1700123O20Rik,0.030247017758924244,0.06307363531757293,-0.6288167877661612
1810008I18Rik,-1.0437665651676518,-0.058851525121286,-0.8815338705773195
1810010H24Rik,-0.030070480842208536,-0.15811717254635388,-0.31146741819784807
1810014B01Rik,-0.3275922129112905,-0.21680251337013878,0.949942666585412
1810019D21Rik,-0.4096377101030755,0.5363128648557431,0.1582078916091081
1810024B03Rik,-0.30490170897699154,-0.3162946343562645,0.33230598547751344
1810030O07Rik,-0.11687064097053224,-0.16080578198824025,0.27755048432907703
1810034E14Rik,-0.6359464112981563,-0.3967454413855457,0.6727583749666686
1810037I17Rik,-0.28411408611159494,-0.2294723758133852,0.3160079367752262
1810044D09Rik,0.1628281422190736,0.027164369103839014,-0.06753052743163823
1810055G02Rik,0.09964268077965244,0.1467952950752247,-0.3516960689200328
1810059H22Rik,1.2492440205361022,-0.010749218964541282,0.9273381604112234
1810062G17Rik,0.10008894649460798,-0.32008900015830255,1.1297280102461607
2010001A14Rik,-0.17831266644727917,-0.4532729163755327,1.0818669573376032
2010003K11Rik,-0.44217229206331377,0.2312696309065807,-0.8518322750266119
2010110K18Rik,0.2169404678569956,-0.06836190527645414,0.33758320455439944
2010204K13Rik,0.196267863005803,-0.5261636414798501,1.5032719642959003
2010315B03Rik,-0.11925693792583703,-0.5859110302320616,-0.5937156677897618
2200002D01Rik,-1.0559608620240013,-0.18034951901415042,-0.26041768820164446
2200002J24Rik,-1.5612639478834012,-0.8036071317223148,-1.0121740220434328
2210016L21Rik,-0.9178928712172691,-0.604854522677094,0.09083575372384622
2210408F21Rik,-0.6289355182284886,-0.3215123919353584,-0.23624284582647492
2210408I21Rik,0.19283872933465984,0.12589894827149406,-0.08751230529731124
2210417A02Rik,0.08290296260796026,-0.2969347704203931,0.4743539210601311
2310001H17Rik,-0.6305158751808189,-0.6760715267287407,0.0964046784396213
2310009B15Rik,0.40292818683044995,-1.1916561748150434,0.3420837422535872
2310010J17Rik,0.17705116943545085,-0.8022766541367828,0.7643042079485631
2310011J03Rik,-0.28032425101856884,0.010065763407062,0.10045171548081822
2310015A10Rik,-0.16714664749165253,-0.25495016564200457,0.6281787453427221
2310022A10Rik,0.27296894676003625,0.26653888710899665,0.25559604121739943
2310022B05Rik,0.4633758492764919,-0.037923291820483485,0.7895144091376789
2310030G06Rik,-0.9342957501582874,-0.0829437685742791,-1.2916866321976257
2310033P09Rik,0.06819539972519806,-0.24915580375227364,0.3583959759490494
2310034G01Rik,-0.514769368705257,0.037214574166048564,0.37844918910111414
2310039H08Rik,-0.18519942093625996,-0.5910170052776547,0.3497247627608546
2310057J18Rik,-0.848880504847865,-1.5381118926687467,-0.027129849856025914
2310057M21Rik,-0.22076387771200867,0.7304900251295501,0.07651766937063575
2310061I04Rik,0.030356119028782658,0.05089600072669409,0.7757893707555956
2410002F23Rik,0.6669170310791754,0.47926733817922074,1.0877721786229868
