gene,spearman_rho,p_nominal,detection_frac,p_fdr_bh
F8,-0.13872478637692312,0.18001306449693497,0.105,0.6134669556986696
2610020C07Rik,-0.13863940975609707,0.18028383699820036,0.358,0.6137368015956584
Fbxl2,-0.1386165226758953,0.18035647408570668,0.2,0.6137368015956584
Pex13,-0.1386076812175344,0.18038454008753882,0.568,0.6137368015956584
Inip,-0.1385530183545013,0.18055813074505375,0.263,0.6139546065168255
A530017D24Rik,-0.13853922446949316,0.1806019547112041,0.168,0.6139546065168255
Top3a,-0.13848228766197737,0.18078292846686264,0.147,0.6142856558314087
Cep20,-0.13845443868055393,0.1808714947383612,0.526,0.6142856558314087
Itga6,-0.138432498255006,0.1809412927380056,0.495,0.6142856558314087
Ipmk,-0.13843193311153357,0.1809430908610777,0.305,0.6142856558314087
Anapc7,-0.138428146251433,0.1809551398913711,0.484,0.6142856558314087
Gprasp1,-0.13839521316940837,0.1810599510718946,0.526,0.6143463437990231
Vps18,-0.13839037623043834,0.1810753486053754,0.263,0.6143463437990231
Kctd3,-0.13832281465276988,0.18129051882545213,0.347,0.6143987949366262
Cox8a,-0.13832155139923138,0.18129454381458973,0.947,0.6143987949366262
Ints13,-0.13832142050443919,0.18129496087641744,0.368,0.6143987949366262
Sik3,-0.13832125490910097,0.1812954885034119,0.726,0.6143987949366262
Ccdc107,-0.13827056224932935,0.18145706035065928,0.611,0.6144973872367024
Mtfr1,-0.13826996576600664,0.18145896213731302,0.453,0.6144973872367024
Mcm3,-0.13826395862876983,0.1814781156942906,0.358,0.6144973872367024
Tcf25,-0.13824733532931183,0.18153112622430953,0.874,0.614503589674453
Plekha8,-0.13812091741190588,0.18193463395884144,0.274,0.6153236563674556
Mxra8,-0.1381039192029268,0.1819889396694698,0.905,0.6153236563674556
Ccdc112,-0.13807515399458176,0.18208086541797033,0.253,0.6153236563674556
Chek1,-0.13804372735271425,0.18218133510446619,0.116,0.615489952335207
Polr3k,-0.13799517097973663,0.1823366473575138,0.705,0.6156682015808965
Phf2,-0.13796582821360298,0.18243054984164137,0.526,0.6157824355984429
Txndc16,-0.13795255147523863,0.1824730495427051,0.295,0.6157824355984429
Ski,-0.1378844949647205,0.18269101624496223,0.832,0.6161716382172083
Pdcd5,-0.13783161881916237,0.18286049534849644,0.853,0.6165700555039025
Dot1l,-0.13781007694649217,0.18292957441230207,0.495,0.6166298147019963
Mrfap1,-0.13773205741061686,0.18317992159078028,0.884,0.6170121806007834
Irak4,-0.13771411979123432,0.1832375146804074,0.526,0.6170121806007834
Gm16867,-0.13768201622060897,0.1833406239515698,0.158,0.6171491089953739
Sergef,-0.1375854341471818,0.18365107829756533,0.505,0.6177125768700141
Ephx2,-0.13751747811857296,0.1838697462794754,0.211,0.618236920632221
Tada2b,-0.13747987214054183,0.18399083578082245,0.368,0.6182977792388288
Keap1,-0.13739807923498196,0.18425440569321824,0.737,0.6186455205395939
Klhl22,-0.1373751273551465,0.18432841534159886,0.537,0.6186455205395939
Prdx5,-0.13736783512698425,0.18435193407934264,0.884,0.6186455205395939
Sra1,-0.137332810867085,0.18446492402450507,0.821,0.618851730305178
Clip3,-0.13726992845764255,0.1846679122260137,0.526,0.6191867137944
Rpl41,-0.13722196560646724,0.18482284848424993,0.968,0.619286512220623
Dubr,-0.13721281841721672,0.1848524077453746,0.474,0.619286512220623
Atxn7l2,-0.1371871735193367,0.18493529791454122,0.116,0.6193913869065263
Gnpnat1,-0.13716994523362463,0.1849909988606507,0.663,0.6194051654544989
St8sia1,-0.1370974647853576,0.1852254698837652,0.147,0.6195070491789749
Ptbp1,-0.13709674194648436,0.1852278093239377,0.789,0.6195070491789749
Ncbp2as2,-0.13704318398198923,0.1854012074352204,0.768,0.6197174857759938
Fbxo9,-0.1370235071335285,0.18546494243204623,0.474,0.6197174857759938
Morc3,-0.1370166533518497,0.1854871461603837,0.737,0.6197174857759938
Map6,-0.1370135562384753,0.185497180301401,0.2,0.6197174857759938
Kif22,-0.1369958476793861,0.18555456072211032,0.284,0.6197367484256964
Lmcd1,-0.13697605727194404,0.185618702160249,0.242,0.6197531492545549
Tyk2,-0.13689511870651094,0.18588119489762572,0.421,0.6200609778669022
Chka,-0.13687255203947285,0.18595442920431185,0.442,0.6200609778669022
Nrip1,-0.13687037739112276,0.18596148757380815,0.747,0.6200609778669022
Pcdhga6,-0.13683272639981794,0.18608372424891537,0.105,0.6202083366619107
Hras,-0.13681222212687325,0.18615031742616908,0.695,0.6202083366619107
Hes1,-0.13680904320028509,0.18616064340214258,0.505,0.6202083366619107
Brsk1,-0.13668191282744685,0.18657393717724757,0.179,0.6207592845464653
Ahr,-0.13666325639789353,0.1866346442637406,0.663,0.6207592845464653
1300002E11Rik,-0.13664488456615206,0.18669443931132204,0.474,0.6207592845464653
Zbtb37,-0.13662841792464483,0.18674804534151992,0.379,0.6207592845464653
Med13l,-0.13662343268410093,0.18676427665829368,0.758,0.6207592845464653
Vwa8,-0.13658508427329563,0.18688916854171456,0.505,0.6207908877764993
Pcbd2,-0.13657746991732886,0.1869139739532302,0.642,0.6207908877764993
Snx25,-0.13656459264687645,0.1869559298908821,0.442,0.6207908877764993
Ubr2,-0.13651052641437528,0.18713215987244805,0.747,0.6209015701665569
Pqbp1,-0.1364379217352754,0.18736900610033044,0.611,0.6213034123851608
Endod1,-0.1364070004024212,0.18746994172913178,0.411,0.6214664799397254
Gnb4,-0.13633712665709985,0.18769817404320763,0.526,0.6220513319726177
Dhrs3,-0.13632059170952762,0.18775221252669305,0.589,0.6220587240088309
ENSMUSG00000121487,-0.13630124934860896,0.18781544035818953,0.137,0.6220918759265184
Khnyn,-0.1362858346818,0.18786584010240326,0.305,0.6220918759265184
Pds5a,-0.13619373668210638,0.1881671680215814,0.832,0.6226558827938409
Hoxc8,-0.13605151372608745,0.18863318459317327,0.189,0.6229149195297666
Tsen15,-0.13597946980094328,0.18886956745859557,0.442,0.6231813400591802
Tubgcp4,-0.13592781491713105,0.18903918418115073,0.495,0.6233641157538092
Lmbr1l,-0.13589297862070254,0.18915363685652595,0.316,0.6233641157538092
Tmem9,-0.13588262301483997,0.18918766929952185,0.653,0.6233641157538092
Syncrip,-0.13586892034434225,0.18923270828934916,0.884,0.6233641157538092
Fam131a,-0.13586727303641927,0.18923812331105436,0.189,0.6233641157538092
Cenpo,-0.13585518803758265,0.18927785248988416,0.168,0.6233641157538092
9530026P05Rik,-0.13583619750821,0.1893402956737022,0.484,0.6233641157538092
Gadd45gip1,-0.13579165242113922,0.1894868239766199,0.758,0.6236755195962924
Ctsw,-0.13573927894587826,0.18965920840923384,0.179,0.6237049881046954
Rnf5,-0.13573262115125223,0.18968113031799963,0.579,0.6237049881046954
Cxcl12,-0.13571537045052715,0.18973793969685593,0.4,0.6237049881046954
Adcy7,-0.13569818377828297,0.1897945504824414,0.621,0.6237049881046954
Gm57354,-0.13562391030333404,0.19003933895085376,0.105,0.6237049881046954
Pars2,-0.13562391030333404,0.19003933895085376,0.105,0.6237049881046954
Rbm3,-0.13562288502899925,0.1900427196217996,0.926,0.6237049881046954
Aga,-0.13560617972040626,0.19009780872777363,0.716,0.6237049881046954
Pop5,-0.13558397120825427,0.190171063667135,0.632,0.6237049881046954
Golga2,-0.13558397120825427,0.190171063667135,0.632,0.6237049881046954
Tmem248,-0.13549094981932058,0.1904781176535206,0.737,0.6238599996360671
Plcb4,-0.13544355319860163,0.1906347070335183,0.158,0.6238871256184946
Dnajc15,-0.1354393098898705,0.1906487306607512,0.653,0.6238871256184946
Taf1d,-0.1354198508106515,0.19071305015690196,0.684,0.6238871256184946
Mettl25,-0.1353359487895803,0.1909905575123739,0.421,0.6238871256184946
Pias3,-0.13533152608179488,0.19100519380097009,0.432,0.6238871256184946
Ddc,-0.13530548688049313,0.1910913831014314,0.126,0.6238871256184946
Amfr,-0.13528412548102697,0.1911621099809424,0.758,0.6238871256184946
Itk,-0.13527814952702472,0.19118189955678852,0.158,0.6238871256184946
Cdh3,-0.13522511004280913,0.1913576066194494,0.326,0.6241749154430358
Tstd3,-0.13515791326783289,0.19158038119123671,0.326,0.6243638535821883
Brf2,-0.13513136031288228,0.19166846277301888,0.284,0.6243638535821883
Hdac7,-0.1351191349021394,0.19170902681111865,0.568,0.6243638535821883
Nkiras1,-0.1350396866216497,0.19197278838211804,0.389,0.6250046827831051
Ehmt2,-0.13496893263525397,0.19220790654951195,0.716,0.6252839521310974
Zranb3,-0.13492559840033738,0.19235201065173485,0.189,0.6252839521310974
B430010I23Rik,-0.13491438781191956,0.19238930317328637,0.105,0.6252839521310974
Atg9a,-0.1348729309508304,0.19252725668598877,0.474,0.6252839521310974
Zfp316,-0.13478230008615102,0.19282909265946352,0.189,0.626094893337528
Etnk1,-0.1346721833673446,0.19319628420661533,0.663,0.6261883247392727
Tmpo,-0.1346678744476997,0.1932106628525554,0.695,0.6261883247392727
Psmd9,-0.1346557204566181,0.19325122427023908,0.705,0.6261883247392727
Gm56549,-0.1346516017039883,0.19326497114642863,0.105,0.6261883247392727
Tgfb3,-0.13455548841763665,0.19358596248957438,0.495,0.6262931363528103
Mtdh,-0.1345499980120422,0.19360431052169616,0.863,0.6262931363528103
Ppp3r1,-0.13452523014814222,0.19368709626381883,0.821,0.6262931363528103
Fastk,-0.13451692645859395,0.19371485678614245,0.558,0.6262931363528103
Rnf38,-0.1345139765097016,0.19372471961475282,0.642,0.6262931363528103
B3galt6,-0.13446841990188046,0.19387707916195096,0.411,0.6263122019093651
Naa12,-0.13441292691938453,0.19406278681672925,0.821,0.6267038439934203
Aldh18a1,-0.13439800832753077,0.19411273388952527,0.495,0.6267038439934203
Nfrkb,-0.13436619680339243,0.194219269075719,0.453,0.6267985515821175
Zbtb11,-0.13432691524142476,0.19435087928210407,0.463,0.6267985515821175
Magoh,-0.1342137515275451,0.19473038650503366,0.789,0.6277631516031396
Mis12,-0.1342065552322479,0.19475453816287958,0.474,0.6277631516031396
Ccdc90b,-0.13418496350387463,0.19482701564927934,0.568,0.6278282278316955
Nuf2,-0.1341007988884099,0.1951097188924722,0.147,0.6279249263202892
Pcgf5,-0.13406615025753604,0.19522618725161137,0.547,0.6279249263202892
Fes,-0.1340574891319169,0.1952553087057529,0.274,0.6279249263202892
Shmt1,-0.13405151555533876,0.19527539559256765,0.168,0.6279249263202892
Bora,-0.13399380155884458,0.19546954278819023,0.305,0.6280177000892807
Ube3c,-0.13398924837769424,0.1954848654000132,0.705,0.6280177000892807
Tdp2,-0.1339759644617208,0.19552957410389396,0.432,0.6280177000892807
Fam114a2,-0.13396088786369748,0.19558032524013022,0.705,0.6280177000892807
Phf20l1,-0.13394967610075897,0.1956180726521121,0.821,0.6280177000892807
Rpl19,-0.13390444996342604,0.19577039193225293,0.968,0.6281707899333407
Dok1,-0.1337980841747463,0.19612896341235886,0.495,0.6285557953696087
Fsd1l,-0.13379121838888094,0.19615212503122545,0.263,0.6285557953696087
Bcap29,-0.13373912103357197,0.1963279388668244,0.579,0.6287835588087385
Ints6,-0.13367695683733827,0.19653787401315997,0.758,0.6290543435770737
Cbfb,-0.13366858171102194,0.19656617007081834,0.737,0.6290543435770737
Skic8,-0.13360646698454487,0.19677612143571419,0.758,0.6290543435770737
Sptbn1,-0.13359479811486957,0.196815580907552,0.895,0.6290543435770737
Homer3,-0.13356450788457808,0.19691803700995786,0.579,0.6290543435770737
Zfp958,-0.1335626251822098,0.19692440648124332,0.379,0.6290543435770737
Alkbh5,-0.13356047158690385,0.19693169260690954,0.779,0.6290543435770737
Id4,-0.13353618056041194,0.19701388838048217,0.168,0.6290543435770737
Ddit3,-0.13352920514175928,0.1970374963100944,0.347,0.6290543435770737
Maff,-0.13352811830599334,0.19704117483079656,0.495,0.6290543435770737
Gm16973,-0.13341941803449137,0.19740933330515956,0.137,0.6300621650704548
Timm21,-0.133348141060158,0.19765101099005383,0.495,0.630665875354126
Tmtc3,-0.13330181921088943,0.19780818787658472,0.526,0.6309767280059155
Parp8,-0.13328635878023476,0.19786066742296363,0.684,0.6309767280059155
Them4,-0.13326460995329822,0.19793450953258293,0.337,0.6309767280059155
Nudt1,-0.1332297090084167,0.19805304745647306,0.474,0.6309767280059155
H2-T23,-0.1332282959386642,0.19805784789671257,0.811,0.6309767280059155
Melk,-0.13321931385001423,0.19808836354954318,0.116,0.6309767280059155
Prpsap2,-0.13320815413415238,0.19812628216278175,0.389,0.6309767280059155
Tmem183a,-0.13311094914312854,0.19845678731165028,0.547,0.6315586125764604
Eloc,-0.13308581055143026,0.19854232514677403,0.842,0.6315642783064687
Igfbp2,-0.13304860644560748,0.19866896636658052,0.105,0.6315642783064687
Dnajc11,-0.13294319225702853,0.19902810734144427,0.495,0.632538508430048
Zswim9,-0.1329194220017282,0.19910915589197054,0.189,0.6326286411206378
Gm47467,-0.1328540188328385,0.1993322810863102,0.116,0.6331700261913563
Map3k6,-0.13282776741560445,0.19942188924010212,0.274,0.6332871261851113
Tubb2b,-0.13277071406310298,0.1996167383888086,0.495,0.6337382807600278
Fam151b,-0.1326651167481478,0.19997773620438947,0.253,0.6338073726275893
Snrpc,-0.13266505237706594,0.1999779564080377,0.842,0.6338073726275893
Pex7,-0.13266502775296468,0.1999780406433766,0.653,0.6338073726275893
Ern1,-0.132561554758012,0.20033223129540026,0.716,0.6338073726275893
Fbxo32,-0.13253525976417274,0.2004223114648155,0.263,0.6338073726275893
Cep57l1,-0.13253445462662575,0.20042507012652452,0.305,0.6338073726275893
Map2k7,-0.13251574629816962,0.20048917859021317,0.495,0.6338073726275893
Lrp6,-0.13248388608312162,0.2005983889573938,0.811,0.6338073726275893
Brcc3,-0.13248098381281712,0.20060833947468393,0.621,0.6338073726275893
Papss2,-0.1324710410131142,0.20064243133640744,0.368,0.6338073726275893
Bckdhb,-0.13246294920192284,0.20067017960058456,0.368,0.6338073726275893
Tex30,-0.13245775578732963,0.20068799019727274,0.284,0.6338073726275893
Rcn3,-0.13244765429310404,0.20072263609692154,0.863,0.6338073726275893
Ier5,-0.13244231572712992,0.20074094793625374,0.674,0.6338073726275893
Parp11,-0.13242804428442317,0.20078990636492552,0.326,0.6338073726275893
Czib,-0.13226751942551235,0.2013411801723692,0.6,0.6351822255201359
Mavs,-0.1322115027389235,0.20153380781825095,0.284,0.6355110563340696
Mrpl18,-0.13220642649641545,0.20155127030233505,0.747,0.6355110563340696
Rad9a,-0.13217112766689054,0.20167272975389436,0.147,0.6357270848398555
Taf10,-0.13210404147791355,0.20190371076456232,0.842,0.635787530854996
N4bp1,-0.13202348941287997,0.20218130604008422,0.547,0.6363046853433452
B3gnt8,-0.13197405644433785,0.20235179537865736,0.221,0.6363046853433452
Ddx59,-0.13195904918404835,0.20240357429879943,0.158,0.6363046853433452
Cnot7,-0.13194206070850983,0.20246220038364182,0.579,0.6363046853433452
Ptdss2,-0.13192142361633746,0.20253343397207535,0.463,0.6363046853433452
Npepps,-0.13187206636874135,0.20270387452638425,0.821,0.6363046853433452
Ago2,-0.13184000069474214,0.2028146588509259,0.8,0.6364087756917389
Cxcl14,-0.13183178792899986,0.20284304027419714,0.368,0.6364087756917389
Yars2,-0.1318027966304792,0.20294325026735213,0.295,0.6365568458620943
Golim4,-0.13173550023286737,0.203176000636507,0.653,0.6368903001468333
Gfpt1,-0.13172605302414567,0.20320868991942354,0.716,0.6368903001468333
Ndor1,-0.13169314395472065,0.2033225914813187,0.253,0.6370779079520831
Nf1,-0.13164745991122592,0.2034807842921828,0.821,0.6370779079520831
Rab8a,-0.13157780279607467,0.20372215969975668,0.737,0.6375915324918244
Cbll1,-0.13156947300988153,0.20375103774224457,0.526,0.6375915324918244
4933406I18Rik,-0.1314630528740945,0.20412023736390855,0.137,0.638375318526244
Pim3,-0.13143588282315766,0.20421457414967573,0.495,0.6383765664710118
Trappc13,-0.13131985780635122,0.2046177742725824,0.6,0.6393040894329682
Pfdn6,-0.13122162738373386,0.20495958113601423,0.8,0.6400389312614104
Ranbp17,-0.1311998422314918,0.20503544099949053,0.189,0.6401093447948213
Nsd3,-0.13115821681215528,0.2051804441201499,0.863,0.6402509535583649
Hat1,-0.13114202355686758,0.2052368735120226,0.611,0.6402509535583649
Zfp946,-0.13108833933450956,0.20542402880470526,0.168,0.6406561854176872
Glp2r,-0.13104616119966137,0.20557115685573513,0.642,0.6407260505274748
Ppm1a,-0.13103892617820867,0.20559640201611065,0.8,0.6407260505274748
Qser1,-0.13100617864017564,0.2057106957182934,0.653,0.6407549892128858
Cenpj,-0.1309408029636405,0.20593900221944392,0.242,0.6409304301837385
Upf2,-0.13089177525308673,0.20611033674240986,0.653,0.641131298773605
Nanp,-0.13086077058604134,0.20621873965579657,0.368,0.641248577475088
Fgd1,-0.13084996039963634,0.20625654533806329,0.379,0.641248577475088
Gabpa,-0.1307586122075156,0.20657620848136407,0.632,0.6419152523902015
Sars,-0.13074009965692074,0.20664103425411143,0.789,0.6419505558315953
Sec61b,-0.1306782392785978,0.20685775737859252,0.947,0.6424243231080222
Cep57,-0.13065640914678575,0.2069342763139167,0.516,0.6424243231080222
Ccny,-0.13058920013383904,0.20716998410416762,0.8,0.642493517573913
Ier3ip1,-0.130582885684034,0.20719213926832092,0.874,0.642493517573913
Cask,-0.13055755558248486,0.20728103060899825,0.632,0.642493517573913
Ttbk2,-0.13055153204812747,0.20730217310274743,0.168,0.642493517573913
Hsf2,-0.1305172546572809,0.20742251541166082,0.295,0.642493517573913
Smg6,-0.13051038972005408,0.20744662307435394,0.821,0.642493517573913
Gins2,-0.13050453660072833,0.20746717910618126,0.326,0.642493517573913
Mccc1,-0.130486930347926,0.2075290206583461,0.421,0.642493517573913
Rassf1,-0.1304515588538411,0.20765330196669604,0.716,0.642493517573913
Hspg2,-0.13038735744854463,0.20787901573638787,0.863,0.642493517573913
Rbmx,-0.13037529577032617,0.20792144066942944,0.568,0.642493517573913
Arhgef9,-0.13037117393691014,0.2079359399441201,0.158,0.642493517573913
B3gnt2,-0.13037015640918379,0.20793951938804248,0.526,0.642493517573913
Ddx27,-0.13021189432041594,0.20849678663960308,0.663,0.6433319500293071
Emd,-0.1302040579394384,0.20852440748880988,0.611,0.6433319500293071
H13,-0.13019545784929548,0.20855472318226445,0.884,0.6433319500293071
Epn2,-0.13016616441923604,0.2086580073841591,0.695,0.6433319500293071
Lsm12,-0.13012024601733044,0.2088199820971971,0.768,0.6433319500293071
Sec22b,-0.1301123877577372,0.2088477106681524,0.779,0.6433319500293071
Zc3h4,-0.13010985905323497,0.2088566339860279,0.474,0.6433319500293071
Tbccd1,-0.13009562790322873,0.2089068580798816,0.263,0.6433319500293071
Grb2,-0.13008424013464198,0.2089470536081224,0.779,0.6433319500293071
Tspan9,-0.13006235069669222,0.20902433247192406,0.653,0.6433319500293071
Trmt112,-0.13004343173276672,0.20909114073073876,0.874,0.6433319500293071
Mkrn2,-0.1300347710720161,0.2091217290717403,0.421,0.6433319500293071
Gm55330,-0.12999347408582118,0.20926762857846162,0.305,0.6434925146900583
Cluh,-0.1299896596149432,0.20928110850875972,0.442,0.6434925146900583
Ccdc47,-0.12997235008929603,0.2093422862870188,0.768,0.6435158298638592
Scoc,-0.12994843457104496,0.20942683286371166,0.726,0.6436109501393873
Ercc8,-0.12990698625342184,0.20957341932471332,0.242,0.6436806765015194
Stbd1,-0.12990609005522438,0.20957658963369355,0.358,0.6436806765015194
Zfp398,-0.12989654775471335,0.2096103477239061,0.463,0.6436806765015194
Siae,-0.12979071148762023,0.20998502769929878,0.411,0.644060250684185
Gm47101,-0.1297858765864863,0.21000215552832385,0.253,0.644060250684185
Ndufs2,-0.12973830502234485,0.21017073273297351,0.821,0.6442481460109301
Zfp157,-0.12969235866932144,0.2103336421979328,0.4,0.6444813198445899
H2az2,-0.1296865762088986,0.2103541511177603,0.863,0.6444813198445899
Ston1,-0.12965492921095625,0.21046642020524275,0.695,0.6445507097373617
Tbc1d31,-0.12964992916657714,0.21048416197886194,0.2,0.6445507097373617
Kctd12b,-0.1295551824904641,0.21082055504255576,0.158,0.6452516962518398
Dync1li2,-0.12952163212944687,0.2109397654949772,0.674,0.6452878786687994
Alg3,-0.1295096677053147,0.21098228884007017,0.295,0.6452878786687994
Smim24,-0.12946958795676342,0.2111247826715446,0.147,0.6453603018170153
Fbxo46,-0.12939988103918174,0.21137277177819144,0.263,0.6459538993995279
Fam135a,-0.1293633227197091,0.2115029143278901,0.526,0.6461871481768388
Cdk17,-0.12933939852396378,0.21158811199024824,0.684,0.6462829968626076
Hdhd2,-0.12931283248866599,0.21168274623374947,0.432,0.646407612926915
Kdm4c,-0.12928537579342828,0.2117805848322107,0.621,0.6465419481516282
Arl6ip1,-0.12924288589223626,0.21193205580288815,0.842,0.6466755258005789
Siah1a,-0.12919203453212358,0.21211343550751896,0.516,0.6468873231960326
