gene,spearman_rho,p_nominal,detection_frac,p_fdr_bh
Atp1b3,0.037363570761170556,0.7192363606076568,0.853,0.9254040914933707
Dcakd,0.03737354664152226,0.7191645229033758,0.589,0.9254040914933707
Usp10,0.037387372842936195,0.7190649625362824,0.558,0.9253818869424589
Smim27,0.03739604878678634,0.719002490782837,0.568,0.9253818869424589
Cd24a,0.037403154299698975,0.7189513284052984,0.232,0.9253818869424589
Asah1,0.03740715005352039,0.7189225580124295,0.832,0.9253818869424589
Ltbr,0.03746217998450193,0.7185263690921875,0.695,0.9251845698326965
Atp13a2,0.03751182009984668,0.7181690480840095,0.379,0.9249228531958277
Adck1,0.03752523184220672,0.7180725176669834,0.347,0.9248977386427236
Cdc42se2,0.03754748517770351,0.7179123600454956,0.611,0.9248046987417985
Atf5,0.0375842113692092,0.7176480677140246,0.674,0.9247478374160005
Svep1,0.037615846953153766,0.7174204355209801,0.126,0.9247478374160005
Klhl25,0.03762974694018649,0.7173204266941546,0.211,0.9247478374160005
Arhgef10l,0.037694907049634845,0.7168516706873009,0.558,0.9247478374160005
Grik5,0.03779690428779826,0.7161181223674247,0.253,0.9247345473284672
Wdyhv1,0.03785349275299909,0.7157112579955602,0.368,0.9245341661917904
Slain2,0.03791189782163218,0.7152914157415513,0.674,0.9241906842579152
Brdt,0.0379357768782385,0.7151197865892889,0.179,0.92416782666856
Zfp715,0.038047056702833024,0.7143201571321391,0.232,0.9237715030141675
Txnl4b,0.03807297467838239,0.7141339611931692,0.137,0.9236891599748338
Lgals9,0.03813501036121072,0.7136883619870424,0.758,0.9235107406378293
Fam222b,0.03820739294439916,0.7131685629499578,0.505,0.9230983469311003
Rabepk,0.03827448657782397,0.712686862279051,0.526,0.9229110391916053
Rcc2,0.03828292952696702,0.7126262538639148,0.8,0.9229110391916053
Rbm5,0.03836828650463297,0.7120136119934882,0.832,0.9225056719261807
Inpp1,0.03837162949085809,0.7119896217348354,0.505,0.9225056719261807
Slc35b3,0.038383282809461274,0.7119059962641434,0.621,0.9225056719261807
Ica1,0.03845115741761247,0.7114189885356121,0.2,0.9223475329723965
B3gntl1,0.038466668254544326,0.7113077128376661,0.305,0.9223187589678031
Cog8,0.038480372709529,0.711209401269412,0.579,0.9222908824972276
Cnpy2,0.03853751931820657,0.7107994999237303,0.884,0.9222434340369916
Tmem38a,0.038600138943159994,0.7103504361725903,0.137,0.9220237756467186
Gm20186,0.0386080414969042,0.7102937716610975,0.905,0.9220237756467186
Arpc5l,0.03864309319642196,0.7100424557736003,0.768,0.9219725063775946
Ino80c,0.0386857861983974,0.7097363946987302,0.463,0.9218433562145404
Pink1,0.03869814337020917,0.7096478161918351,0.516,0.9218433562145404
Vps37c,0.038761909351090036,0.7091907911553652,0.463,0.9215642672513497
Fbxo6,0.03877274644184528,0.7091131295337287,0.389,0.9215630854325664
Clcn3,0.03877335081369021,0.709108798523693,0.779,0.9215630854325664
Aida,0.038825473873248015,0.7087353124700544,0.695,0.9213712534460744
Gm7072,0.03887694619826992,0.7083665568258468,0.453,0.9211910806680323
Rusc1,0.038904472334209975,0.708169382950419,0.305,0.9210344216947227
Map3k5,0.038923081461385074,0.7080360938589819,0.621,0.9210344216947227
Zfp592,0.03895433284849599,0.7078122735502048,0.558,0.9210344216947227
Poglut1,0.03895686316344542,0.7077941526930656,0.442,0.9210344216947227
Zfp335os,0.03899745841700207,0.7075034519416674,0.105,0.9210344216947227
Miga1,0.039015750233679966,0.7073724787844212,0.316,0.9210344216947227
Vapb,0.0390418422268408,0.7071856695073563,0.8,0.9210344216947227
Cdk5rap1,0.03904812000638526,0.7071407254539821,0.274,0.9210344216947227
Lamb2,0.03905616579666671,0.707083125277238,0.716,0.9210344216947227
Tmem126a,0.03906747194701329,0.7070021868230434,0.811,0.9210344216947227
Cc2d2a,0.03910383087423912,0.7067419226736367,0.568,0.9210344216947227
Tet3,0.039130419187030085,0.7065516197950718,0.705,0.9210344216947227
Xpo4,0.03913481160719903,0.7065201832747999,0.611,0.9210344216947227
Dclre1b,0.03920930653801411,0.70598709862426,0.137,0.9210344216947227
Med10,0.039223712783214015,0.7058840241075531,0.779,0.9210344216947227
Prpf38b,0.039226098352707316,0.705866956229019,0.716,0.9210344216947227
Lamp2,0.03936941805528501,0.7048418234402396,0.926,0.920996384160078
Atp6v1e1,0.039369890043315266,0.7048384482884786,0.863,0.920996384160078
Dnajc13,0.03937898629858007,0.7047734027514265,0.747,0.920996384160078
Usp16,0.03942626727551187,0.7044353399745457,0.653,0.9208783898081464
Pigm,0.03942812035106497,0.7044220915049015,0.305,0.9208783898081464
Mgst3,0.03945071617735568,0.7042605508890185,0.432,0.9208783898081464
Slc25a27,0.039531477506878354,0.7036832845560548,0.158,0.9203840084601905
Exoc8,0.039536503917821604,0.7036473622933381,0.242,0.9203840084601905
Stox2,0.039549309243657765,0.7035558493819134,0.105,0.9203840084601905
9330020H09Rik,0.03955605827246537,0.7035076193315503,0.126,0.9203840084601905
Nhsl2,0.039564577320808925,0.703446742006226,0.674,0.9203840084601905
Yipf2,0.03958560798993706,0.7032964643440263,0.358,0.9203840084601905
Tmed3,0.03959453732460411,0.7032326619507157,0.895,0.9203840084601905
Naxe,0.039597657422954395,0.703210368530023,0.737,0.9203840084601905
Plcd3,0.03959999779274458,0.7031936465141277,0.232,0.9203840084601905
1110002L01Rik,0.039633000691699546,0.7029578548045723,0.211,0.9203840084601905
Gm17586,0.03967316184188346,0.702670958343784,0.189,0.9203840084601905
Was,0.03967482735557833,0.7026590614269701,0.158,0.9203840084601905
Arl4a,0.039688148564285444,0.702563909392101,0.779,0.9203840084601905
Mrpl58,0.03972173497449243,0.7023240254461641,0.716,0.9203840084601905
Slc35e3,0.03974574291866553,0.702152571575511,0.305,0.9202866419503505
Dhx30,0.039760670138644025,0.7020459756440531,0.568,0.9202473831395355
Mterf4,0.03982320310985007,0.7015994876544801,0.379,0.9198629666157832
Mccc2,0.039847687560909784,0.7014246952628921,0.326,0.9198346784645637
Zbed4,0.03986513407638801,0.7013001555713395,0.232,0.9197718151769606
Gm56730,0.039870505155198854,0.7012618164099462,0.937,0.9197718151769606
Bag4,0.03989732727033568,0.7010703693513257,0.347,0.9197718151769606
Zfp385a,0.03994593327176322,0.7007234839688868,0.421,0.9195490911388683
Hycc1,0.039949163478396346,0.7007004331986719,0.484,0.9195490911388683
Kdm6a,0.03995733530248309,0.7006421202328669,0.611,0.9195490911388683
Fbxo4,0.03996181689555215,0.7006101409636942,0.516,0.9195490911388683
Atp11a,0.039992026401045475,0.7003945888493355,0.526,0.9195490911388683
Nudcd1,0.040022268421536396,0.7001788285055592,0.537,0.9195064195413158
Nav2,0.0400243512726496,0.7001639693732666,0.168,0.9195064195413158
Dok3,0.0400486028487272,0.699990966097806,0.105,0.9195064195413158
Wfdc17,0.040108075063942705,0.6995667744719373,0.326,0.9195064195413158
Rcl1,0.040184510895329255,0.6990217235649456,0.537,0.9193635855290128
Tmem229b,0.040205267450715065,0.6988737384314867,0.147,0.9193635855290128
Mturn,0.040205412723147115,0.6988727027424404,0.189,0.9193635855290128
Abhd4,0.04026269193684049,0.6984643857007476,0.674,0.9193635855290128
Il17rc,0.04028637129261381,0.6982956115843593,0.411,0.9193554319749554
Stmp1,0.04030893690444097,0.6981347893100796,0.863,0.9193554319749554
Lin37,0.040317604279125625,0.698073021565714,0.389,0.9193554319749554
Fmod,0.040358495864762846,0.6977816356443627,0.158,0.9192971559983952
Tgm1,0.0403691822250744,0.6977054938274655,0.189,0.9192971559983952
Sf3a1,0.04037327859952879,0.6976763073783698,0.6,0.9192971559983952
Mapk8ip1,0.040430084462307246,0.6972716140127078,0.337,0.9192073198781929
Psmb3,0.040442682032592644,0.6971818785315309,0.884,0.9191899435080808
2700033N17Rik,0.04051230948785934,0.6966859808475474,0.179,0.9190676329030361
Cd84,0.04057389410248349,0.6962474717794225,0.189,0.918664109192915
Snap47,0.04060183752723878,0.6960485354483359,0.558,0.9185025568884677
Fxn,0.040627664770862514,0.6958646830414239,0.4,0.9184222925632469
Lat2,0.04066941513478744,0.6955675183699104,0.179,0.9182714890673462
Eml2,0.04068587173641568,0.6954503985969434,0.505,0.9182714890673462
Uck1,0.04070234200730474,0.6953331886979244,0.411,0.9182650238336975
Tpgs2,0.040717357845241914,0.6952263354429562,0.232,0.9182249048139451
Gm43305,0.040732826280765536,0.6951162677136666,0.211,0.9181805309612755
Rsl1d1,0.04086885428209254,0.694148614653067,0.8,0.9174069803125344
Afmid,0.04089152495455353,0.6939873914676695,0.358,0.9172948711308133
C230035I16Rik,0.040907946946741935,0.6938706144722967,0.137,0.917241491574245
Sash1,0.04096661076061048,0.6934535137599528,0.453,0.9168920096592614
Capn6,0.04097582955654899,0.6933879762681765,0.2,0.9168920096592614
Ktn1,0.0409958714555623,0.693245503865068,0.842,0.9168581016331028
Slc27a1,0.041021760514445366,0.6930614813886766,0.421,0.9168581016331028
Timm13,0.04105197254547754,0.6928467532421381,0.842,0.9168581016331028
Ascc1,0.04110392840012931,0.6924775404261108,0.505,0.916711998665525
Cul9,0.04115755524224953,0.692096528478206,0.411,0.9164096843226531
Armc10,0.041169475485006955,0.6920118470665833,0.611,0.9163986156091835
Eif3e,0.041177198349605974,0.6919569858539428,0.895,0.9163986156091835
Slc16a13,0.04120275866144067,0.691775423418934,0.116,0.9162876457794972
Nsdhl,0.04127384195738729,0.6912705894612834,0.316,0.9160335170668638
Med28,0.041306636892261626,0.691037725149309,0.779,0.9159167640873995
Eya4,0.04130810257551157,0.6910273185632205,0.305,0.9159167640873995
Erp44,0.041332238250060785,0.6908559596651437,0.789,0.9159167640873995
B3galt4,0.041372971717101144,0.690566794803634,0.158,0.9158992052587246
Cspp1,0.04140035932929721,0.6903723964741069,0.611,0.9158540641303813
Cdip1,0.041446387131344326,0.6900457346193887,0.632,0.9157642962449949
Rasl10a,0.041538375388678044,0.6893930591220455,0.158,0.9152523729409995
Paox,0.041639492944014984,0.6886758716586494,0.389,0.9145024542142672
Arl8a,0.04171831608923446,0.6881170006270949,0.705,0.9141565741136404
Ap5s1,0.041739812789436594,0.6879646140092314,0.253,0.9141467995802552
Snx15,0.04175929363607271,0.6878265282152901,0.442,0.9140822495053668
Caap1,0.04176971913761557,0.6877526334946994,0.495,0.9140822495053668
Setd4,0.04178543556631131,0.6876412428531704,0.411,0.9140383486037881
Vopp1,0.04189072709348901,0.6868951582047655,0.432,0.9133499628532248
Pdcl,0.041902049135490074,0.686814949258549,0.526,0.9133467595077659
Rnf25,0.04192326397468828,0.6866646659307581,0.484,0.9133467595077659
Rbfa,0.04202069392499667,0.6859746406193981,0.695,0.9129478032096837
Zfp93,0.0420895346434928,0.6854872472024767,0.147,0.9126907714748433
Zfp407,0.042094092899691536,0.6854549792156421,0.705,0.9126907714748433
Cfap298,0.04209610343902748,0.6854407467468306,0.463,0.9126907714748433
Ppt2,0.042191137952143354,0.6847681293526171,0.421,0.9123403161492314
C2cd5,0.04220519385505246,0.6846686679836421,0.547,0.9123090330129388
Ap2s1,0.042207759253273865,0.6846505154776972,0.884,0.9123090330129388
Gm13091,0.042211016986424085,0.6846274643360142,0.158,0.9123090330129388
Tmem50b,0.04221376588122772,0.6846080138689656,0.358,0.9123090330129388
Aftph,0.04231594467168944,0.6838851693002906,0.642,0.9116697266335728
Pnp2,0.04232711385307707,0.6838061722955411,0.232,0.9116656352156964
Trappc9,0.0423409424194664,0.6837083708004486,0.6,0.9116364695392544
Trip12,0.042347013959607646,0.6836654319387985,0.905,0.9116364695392544
Thg1l,0.042365850162794594,0.6835322258304418,0.221,0.9116040692598151
Ppp6r3,0.04241832130921428,0.6831612107963152,0.695,0.9112104707877535
H2bc6,0.042480763377673994,0.6827197910723314,0.211,0.9110163334438949
Dlat,0.042483361114185915,0.6827014292880235,0.663,0.9110163334438949
Helz,0.04248883706226161,0.6826627238208083,0.779,0.9110163334438949
Arhgap25,0.04250040312033589,0.6825809745238401,0.211,0.9110163334438949
Hacl1,0.04251041061603435,0.6825102441555574,0.221,0.9110163334438949
B3galt1,0.042563385817398366,0.682135874962252,0.126,0.9110163334438949
BC005537,0.042567820881817195,0.6821045364003103,0.874,0.9110163334438949
Ptgir,0.042650185317246875,0.681522640001004,0.105,0.9109837141470911
Pik3cb,0.04265561844062814,0.6814842620817174,0.474,0.9109837141470911
Kctd15,0.04268859068554628,0.681251373638705,0.137,0.9109837141470911
Ppm1h,0.04270508866056856,0.6811348569159719,0.463,0.9109363139886472
Ap3m1,0.04271172791338866,0.6810879693955121,0.663,0.9109363139886472
Setd6,0.042847164017023945,0.6801317616352289,0.263,0.909951502136209
Nxt2,0.04285040040147826,0.6801089182528818,0.358,0.909951502136209
9130004C02Rik,0.04286041420359189,0.6800382396319988,0.105,0.909951502136209
Psmd5,0.04289843079328616,0.6797699391485569,0.674,0.909951502136209
Ctnnb1,0.042907159646904044,0.6797083412608005,0.905,0.909951502136209
Heatr1,0.042944937297568875,0.6794417756976056,0.442,0.9098881776490241
Gpr132,0.04296902306816996,0.6792718429601983,0.189,0.9098635674278337
Trappc2l,0.04297343487507454,0.6792407180027993,0.842,0.9098635674278337
Ilrun,0.04303771505801614,0.6787872873161152,0.768,0.9095189107024433
Qdpr,0.04304540671986532,0.6787330381968733,0.611,0.9095189107024433
Ano6,0.04305122766931644,0.6786919842589183,0.874,0.9095189107024433
Tmem154,0.04307590417865503,0.6785179564215811,0.274,0.9094625030982277
Nudt19,0.04310762115786714,0.6782943013651376,0.579,0.909264226469935
Emc9,0.04313825722972259,0.6780782948895594,0.284,0.9091776757944098
Fdx2,0.043154881060399795,0.6779610957450676,0.674,0.9091776757944098
Il1rapl1,0.043155368444105925,0.6779576597722163,0.632,0.9091776757944098
Sumf1,0.043213863303551855,0.677545328754743,0.411,0.9090610091028237
Cyfip1,0.043251140300066236,0.6772826122877571,0.832,0.9090244048445226
Adck2,0.043252487609331695,0.6772731176015814,0.221,0.9090244048445226
Relt,0.04328087197628194,0.6770731005288639,0.105,0.9089739760787344
Ptp4a3,0.04335714940075483,0.6765357048581971,0.337,0.9084281154364094
Tmem220,0.04336804684903742,0.6764589425248659,0.137,0.9084281154364094
Itsn2,0.04338280555676312,0.676354986502355,0.768,0.9084281154364094
Ddx24,0.043391160011260324,0.67629614285695,0.821,0.9084281154364094
Med20,0.04339346397517113,0.6762799154925718,0.432,0.9084281154364094
9530018F02Rik,0.04341222826959719,0.6761477596240688,0.126,0.9084281154364094
Nr4a2,0.043460331573951794,0.6758090156002163,0.189,0.9084281154364094
Tbxas1,0.04349705953448338,0.6755504203399503,0.147,0.9084281154364094
Ywhaq,0.04356249631918457,0.6750897845252646,0.842,0.9083149980720363
1700010K24Rik,0.04367505113817887,0.6742977460447479,0.105,0.908015987036906
Stab1,0.04372751260898533,0.6739287004497067,0.126,0.908015987036906
Bnip3l,0.04378228640845859,0.6735434709000769,0.895,0.9077602935343162
Gorab,0.04386528913976595,0.6729598650221137,0.411,0.9073811453476158
Cd302,0.04386851261902906,0.6729372041138089,0.832,0.9073811453476158
Nfib,0.04388188206893862,0.6728432206258634,0.916,0.9073811453476158
Fam168b,0.04388473952341432,0.6728231341732996,0.789,0.9073811453476158
Adamts15,0.04390900059156601,0.6726526004494764,0.389,0.9073811453476158
Itpripl1,0.04392240917055112,0.67255835717497,0.263,0.9073811453476158
Gmeb1,0.04393040735387738,0.6725021437104284,0.442,0.9073811453476158
Csgalnact2,0.043982018233953944,0.672139451355922,0.663,0.9071918156958808
Ino80dos,0.04401262308481033,0.6719244130539399,0.232,0.9070035331690451
6030442K20Rik,0.04401854430688207,0.671882811928384,0.126,0.9070035331690451
E430024I08Rik,0.044032021384643794,0.6717881288086586,0.347,0.9070035331690451
Fbxo34,0.04407942712583561,0.6714551208012527,0.495,0.9066758474427172
Cenpc1,0.044095809283716446,0.6713400568758714,0.568,0.9066758474427172
Cox15,0.044109190211967166,0.6712460784131438,0.316,0.9066758474427172
Nudt16,0.04412616834522812,0.6711268429291193,0.316,0.9066758474427172
Zzef1,0.044148241022367966,0.6709718412246951,0.726,0.9066758474427172
Nod1,0.04416994342037469,0.6708194531705609,0.747,0.9066758474427172
Ndufv2,0.04417960830825222,0.6707515933681449,0.842,0.9066758474427172
Pir,0.04420658660071401,0.6705621854316298,0.221,0.9066758474427172
Supt6,0.0443485682806739,0.6695657067324493,0.811,0.9062955818672784
Gtpbp4,0.044466291283578485,0.6687399178320763,0.747,0.9061767695405771
Alkbh3,0.04447974678663192,0.6686455568952453,0.642,0.9061767695405771
Psmg3,0.04448994856907174,0.6685740171270669,0.558,0.9061767695405771
Ppp1r14b,0.044566613996070134,0.6680364973185571,0.895,0.9057487889525859
Milr1,0.04458638203874565,0.6678979259437903,0.137,0.9057487889525859
Tnfrsf21,0.044638951147170765,0.6675294776134062,0.179,0.9057487889525859
Snhg15,0.04469093678134628,0.6671651962796519,0.347,0.9057487889525859
Slc25a53,0.044702726523550514,0.6670825922063643,0.2,0.9057487889525859
Stap1,0.04470907402614731,0.6670381204800009,0.189,0.9057487889525859
Igsf6,0.044805031402283375,0.6663659663933534,0.105,0.9057487889525859
Zcchc2,0.04480914413165428,0.6663371637800751,0.453,0.9057487889525859
Bend4,0.0448266651016432,0.666214464868411,0.242,0.9057487889525859
Zbtb12,0.0449378432653599,0.6654360918824291,0.326,0.9057487889525859
Smim7,0.0449465237996578,0.6653753332283682,0.789,0.9057487889525859
Gtf2h2,0.04499079141551546,0.6650655194799083,0.4,0.9055842245855363
Dnajc6,0.0450835866837018,0.6644162600860817,0.221,0.9052265548047906
Adamts1,0.04508836639437276,0.6643828246517037,0.568,0.9052265548047906
Selenoi,0.04509250530081391,0.6643538723558224,0.674,0.9052265548047906
Ankrd13c,0.04510837832052004,0.6642428426765964,0.747,0.9052265548047906
Ccdc66,0.04516195700766006,0.6638681203687191,0.242,0.9051856144977527
Fam13b,0.04524922490849447,0.6632579571435251,0.674,0.9048674345440638
2210408I21Rik,0.045376763106231933,0.6623666256349496,0.495,0.9046161696488401
Cryzl2,0.045425565597079144,0.6620256819776631,0.189,0.9045813736255052
Marf1,0.04542645329431089,0.6620194809907909,0.705,0.9045813736255052
Rab5if,0.04547508376723915,0.661679808885608,0.832,0.9044614600739407
Maoa,0.04550855195653316,0.6614460814537857,0.579,0.9042449163173863
Tmem131,0.04551306731058148,0.6614145506488276,0.726,0.9042449163173863
Fign,0.045522208079348564,0.6613507222919921,0.126,0.9042449163173863
Mrpl49,0.04556343975807907,0.6610628389454076,0.474,0.9040982943349024
Lancl1,0.04557044085811897,0.6610139615221646,0.547,0.9040982943349024
G3bp2,0.0456214106029452,0.6606581646290521,0.853,0.9040942081947834
Thumpd1,0.045645422925712005,0.6604905715267956,0.484,0.904068649902677
Rerg,0.04572485904647803,0.6599362695128397,0.116,0.9035182198450018
Spin4,0.04576957294413538,0.659624338485838,0.137,0.9031941421142042
Ndufb4,0.04577617648276058,0.6595782761167164,0.547,0.9031941421142042
A330023F24Rik,0.04578817263220514,0.659494601341218,0.411,0.9031941421142042
Aup1,0.04579061991684547,0.6594775317123782,0.674,0.9031941421142042
Rhot2,0.04580191386639003,0.6593987595121484,0.337,0.9031941421142042
Ncor1,0.04597395728485183,0.6581992637184888,0.905,0.9027667374731971
Hgh1,0.045978287666083716,0.6581690832194931,0.189,0.9027667374731971
Adss,0.046008082026513845,0.6579614469219237,0.726,0.9027667374731971
Pigk,0.046110316334209055,0.6572491754960422,0.747,0.9021805017386526
Mmgt2,0.04613882295427246,0.6570506230367921,0.6,0.9021391458893953
Rida,0.04615265165993235,0.6569543128113376,0.232,0.9021272974890414
Tbx18,0.04619173201570807,0.6566821674030657,0.158,0.902045851047776
Zfp945,0.046202231741464074,0.6566090576839575,0.537,0.902045851047776
Atp5d,0.04622353056705366,0.6564607636356556,0.863,0.902045851047776
Rsrc2,0.04629742445255256,0.6559463773265093,0.842,0.9015508416391251
Dexi,0.04632107126073337,0.6557818022636375,0.611,0.9015310395900498
Gm56688,0.046345767121906016,0.6556099436390639,0.2,0.9014884060015138
Rasgrp2,0.046355162088821567,0.6555445687255994,0.274,0.9014884060015138
Kpna4,0.04639205226450738,0.6552878934133013,0.8,0.9013680531806059
Tradd,0.046431745584629563,0.6550117590575824,0.674,0.9012979820082961
Dock1,0.04643738509131321,0.6549725304892129,0.821,0.9012979820082961
BC024063,0.04646740480166957,0.6547637283022296,0.158,0.901163237703447
Lztfl1,0.046468924275999565,0.6547531602999996,0.579,0.901163237703447
Gstp2,0.04647245863050552,0.6547285789921217,0.137,0.901163237703447
Zfp408,0.0464906439403467,0.6546021066409657,0.358,0.901163237703447
Elmo1,0.046508400683220825,0.654478624229305,0.4,0.901163237703447
Tgfbr2,0.046536401008753996,0.6542839256729196,0.884,0.901163237703447
Polr1b,0.04653961582651981,0.654261573113996,0.358,0.901163237703447
Il1r1,0.04657611389869546,0.6540078241924259,0.905,0.901163237703447
Ggcx,0.046600865592690485,0.6538357630838487,0.474,0.901163237703447
Fcer1g,0.04670285544709687,0.6531269728328675,0.358,0.9007850881559848
B9d2,0.046723232689145286,0.6529853957188019,0.558,0.9007850881559848
Acsl5,0.0468031100696643,0.652430541792884,0.632,0.9004864103057963
Pcdhb19,0.046811553632622516,0.6523719011433744,0.147,0.9004864103057963
1110038F14Rik,0.04691117983987,0.651680155591295,0.768,0.9000142199430272
Dennd6a,0.04694843329369347,0.6514215653032189,0.695,0.8997605814558552
Ptpn4,0.047020061240241995,0.6509244845936073,0.621,0.8992808982298288
Prdx1,0.04704111988882298,0.6507783716714529,0.958,0.8991824981195783
Whamm,0.047049607316170916,0.6507194864007753,0.432,0.8991824981195783
Timm9,0.047065519201728696,0.6506090964558788,0.579,0.8991555503160379
Atp5j2,0.04709531280755426,0.6504024212724911,0.916,0.898973393832025
Syngap1,0.04709610290321879,0.6503969408199264,0.211,0.898973393832025
Kmt5b,0.04712636615090776,0.6501870355668511,0.747,0.898973393832025
Cdc23,0.04718120096204596,0.6498067720231433,0.589,0.898973393832025
Cul2,0.047297267877081745,0.649002177588665,0.589,0.898486007875833
Specc1l,0.047343568756589155,0.6486813248108952,0.674,0.8981453721176682
Aptx,0.04736523264033363,0.6485312218828667,0.337,0.8981453721176682
Mad2l2,0.04738926745856267,0.6483647078571085,0.411,0.8981453721176682
Ppp1ca,0.04739170701178511,0.6483478075174725,0.926,0.8981453721176682
Ndufs6,0.047476189957322036,0.647762650317298,0.821,0.8978024617923491
Tkfc,0.04751137345862199,0.6475190207012365,0.568,0.8978024617923491
Kdm4a,0.047529401707153314,0.6473941977357249,0.589,0.8978024617923491
Lyrm1,0.04757164954999935,0.647101722735437,0.253,0.8978024617923491
Dnajc10,0.04763965875198397,0.6466310186241824,0.789,0.8977912396647268
Gdpd2,0.04768665833012593,0.6463058072139923,0.295,0.8974434864367302
Zfp286,0.04769567858952747,0.6462433995470773,0.105,0.8974434864367302
Ccdc84,0.04769827005347915,0.6462254706685991,0.2,0.8974434864367302
Arhgap45,0.047713992107743984,0.6461167029697479,0.463,0.8974434864367302
Cpeb4,0.04776153553722488,0.6457878351668886,0.589,0.8973468969851675
Usp46,0.047811459500035604,0.6454425740255673,0.516,0.8971786277292182
Pdia6,0.047853204649579664,0.6451539331244246,0.884,0.8970889722090291
Bphl,0.04786349311578503,0.645082803063544,0.516,0.8970889722090291
Plekho2,0.04792328269483576,0.6446695066973536,0.632,0.8967457086149871
Serpinb6b,0.04792403385094867,0.6446643150061112,0.579,0.8967457086149871
Etfb,0.04793838133257337,0.6445651542122113,0.842,0.8967457086149871
Herpud2,0.047949319613634855,0.6444895598531672,0.653,0.8967457086149871
Gm7160,0.04800101199143209,0.6441323632459764,0.179,0.8967069316515291
Dmac2,0.04814200617157556,0.6431584983650199,0.347,0.8961416265576782
Rab3ip,0.048168285819773574,0.6429770480661702,0.4,0.8960418932953068
Mrm1,0.048194972194596904,0.6427928109230483,0.105,0.8959848247913909
Abhd17b,0.04823252382285961,0.6425335989498615,0.716,0.8959355385659026
Gpalpp1,0.04831417700400577,0.6419701098974976,0.568,0.8953577778533225
Ttll1,0.04836023125032702,0.6416523786900303,0.253,0.895018600247583
Ddx3y,0.04839902585934571,0.6413847822670709,0.611,0.894917473550483
Exoc3l4,0.04843675308506561,0.6411245923639903,0.537,0.894917473550483
H2-Ab1,0.0484690078199193,0.6409021784728492,0.632,0.8949098273836802
4632427E13Rik,0.04858523887889031,0.6401009654518313,0.642,0.8944131609659185
Cd1d1,0.04859100330157336,0.6400612404151818,0.284,0.8944131609659185
Sphk2,0.04869571670326434,0.6393397935373599,0.337,0.8939210406130041
Chrac1,0.04869689824190188,0.6393316549702737,0.8,0.8939210406130041
Smim8,0.048729952236543854,0.6391039927625703,0.547,0.8939210406130041
Mrpl37,0.04874997184801114,0.638966122243033,0.442,0.8939210406130041
Sfxn5,0.04875740205058968,0.6389149552472699,0.526,0.8939210406130041
Usp39,0.04889065945066721,0.6379975850696954,0.526,0.8934496155740416
Pptc7,0.0489015132897491,0.6379228890927274,0.463,0.8934496155740416
Antxr2,0.04891076483339468,0.6378592229467116,0.674,0.8934496155740416
Sec62,0.048922433277269944,0.6377789282184532,0.895,0.8934496155740416
Rspo3,0.04893077329680449,0.6377215401285207,0.105,0.8934496155740416
Snhg4,0.04893507858402638,0.6376919160686437,0.526,0.8934496155740416
Lrrk1,0.04893946685291346,0.6376617216097786,0.768,0.8934496155740416
Ddit4l,0.048967702817119506,0.6374674519353377,0.137,0.8934496155740416
Golga4,0.04899093799726157,0.6373076071359365,0.779,0.8934496155740416
Pus7,0.049017143820423,0.6371273459208737,0.505,0.8934496155740416
Gm55594,0.049060077169408065,0.6368320672222842,0.211,0.8934496155740416
Zfp512,0.049062816911680206,0.6368132262769659,0.611,0.8934496155740416
Dnajc24,0.049093353484523844,0.636603244828343,0.653,0.8934496155740416
Fam20c,0.04913512579369507,0.6363160485581545,0.358,0.8934496155740416
Coq10b,0.04928721557832193,0.6352708434091285,0.621,0.8925665539703623
Tcof1,0.04940888267319094,0.6344352261231273,0.526,0.8917892484266436
Adal,0.04943364397861525,0.634265219989852,0.158,0.8916546653106373
Gabarap,0.04943578063769963,0.6342505510086884,0.926,0.8916546653106373
Prpf6,0.049475981352023544,0.6339745840942478,0.747,0.8916546653106373
Aldh3a2,0.049488191883063325,0.6338907720482898,0.6,0.8916502460149738
Insr,0.04949376533933501,0.6338525178543283,0.653,0.8916502460149738
Gm26510,0.04954172612765512,0.6335233720903645,0.137,0.891565309844494
Slc35b1,0.04967344026532573,0.6326198101532343,0.705,0.8914767737485036
Mtrr,0.04967623603026136,0.6326006369824754,0.158,0.8914767737485036
Rgs3,0.04967663963531531,0.6325978691058121,0.589,0.8914767737485036
Prorp,0.049699904337092864,0.6324383310359079,0.368,0.8914767737485036
Apc,0.04975143167881683,0.6320850413699396,0.705,0.8914767737485036
Skap2,0.049834557761233945,0.6315152737354108,0.821,0.8914767737485036
Gng12,0.0498984528576706,0.6310774665649941,0.884,0.8913477403888818
Utp14a,0.049906338905291885,0.631023440441512,0.463,0.8913477403888818
Snx12,0.05003004552137995,0.6301761990853283,0.695,0.8907561182686637
Tk2,0.05010465309289561,0.6296654581866921,0.221,0.8905056721375278
Tmem219,0.05011223950005267,0.6296135336858777,0.663,0.8905056721375278
Cnih4,0.05017093357180069,0.6292118681204273,0.853,0.8904153053926028
Tmbim1,0.050179331392996816,0.6291544074981442,0.558,0.8904153053926028
Zfp787,0.05022086302433619,0.6288702670584505,0.421,0.8903248787372734
Hexb,0.05025371831598706,0.6286455244684181,0.958,0.8901116523929595
Neat1,0.05031609300658661,0.6282189512008519,0.863,0.8898183729566351
Abcg3,0.05034773047073628,0.6280026329288402,0.116,0.8898183729566351
